TAG         TAG2        CLASS             IN_IFACE    OUT_IFACE   SRC_MAC            DST_MAC            VLAN   COS SRC_AS      DST_AS      BGP_COMMS                AS_PATH                  PREF   MED    PEER_SRC_AS PEER_DST_AS PEER_SRC_IP      PEER_DST_IP      SRC_IP                                         DST_IP                                         SRC_MASK  DST_MASK  SRC_PORT  DST_PORT  TCP_FLAGS  PROTOCOL    TOS    PACKETS               FLOWS                 BYTES
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.34                                 204.246.163.76                                 0         0         0         0         0          ip          0      10500                 0                     1981000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                38.114.100.37                                  0         0         0         0         0          ip          0      2500                  0                     160000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                68.100.198.51                                  0         0         0         0         0          ip          0      2500                  0                     160000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                142.22.54.114                                  0         0         0         0         0          ip          0      1250                  0                     80000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                38.97.193.170                                  0         0         0         0         0          ip          0      2500                  0                     160000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                188.187.176.136                                0         0         0         0         0          ip          0      2500                  0                     160000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                98.210.6.62                                    0         0         0         0         0          ip          0      2500                  0                     160000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.214                                61.143.160.142                                 0         0         0         0         0          ip          0      1250                  0                     1897500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.33                                 204.246.163.77                                 0         0         0         0         0          ip          0      10500                 0                     1645000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                204.244.60.70                                  0         0         0         0         0          ip          0      7000                  0                     448000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                93.136.78.55                                   0         0         0         0         0          ip          0      1750                  0                     112000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             204.246.163.76                                 110.173.143.35                                 0         0         0         0         0          ip          0      1750                  0                     241500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             216.226.55.218                                 110.173.143.147                                0         0         0         0         0          ip          0      1750                  0                     2656500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             46.28.64.90                                    110.173.143.167                                0         0         0         0         0          ip          0      1750                  0                     122500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             54.148.163.116                                 110.173.143.100                                0         0         0         0         0          ip          0      1750                  0                     532000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.138                                54.231.244.9                                   0         0         0         0         0          ip          0      1750                  0                     2656500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             142.22.54.114                                  110.173.143.147                                0         0         0         0         0          ip          0      3500                  0                     5026000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             208.101.184.106                                110.173.143.147                                0         0         0         0         0          ip          0      1750                  0                     437500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             146.115.86.89                                  110.173.143.147                                0         0         0         0         0          ip          0      3500                  0                     5313000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             98.210.6.62                                    110.173.143.147                                0         0         0         0         0          ip          0      3500                  0                     5313000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             101.187.9.249                                  110.173.143.248                                0         0         0         0         0          ip          0      3500                  0                     224000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             38.106.0.34                                    110.173.143.147                                0         0         0         0         0          ip          0      1750                  0                     166250
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                173.14.103.10                                  0         0         0         0         0          ip          0      1250                  0                     80000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.99                                 50.56.41.166                                   0         0         0         0         0          ip          0      1250                  0                     87500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.248                                120.150.94.33                                  0         0         0         0         0          ip          0      1250                  0                     87500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                38.117.157.143                                 0         0         0         0         0          ip          0      1250                  0                     146250
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             38.97.193.170                                  110.173.143.147                                0         0         0         0         0          ip          0      5250                  0                     7549500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.168                                50.31.164.215                                  0         0         0         0         0          ip          0      3500                  0                     5313000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             38.114.100.37                                  110.173.143.147                                0         0         0         0         0          ip          0      1750                  0                     2656500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             54.225.79.3                                    110.173.143.156                                0         0         0         0         0          ip          0      1750                  0                     122500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             104.3.158.71                                   110.173.143.147                                0         0         0         0         0          ip          0      1750                  0                     2656500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                23.91.156.123                                  0         0         0         0         0          ip          0      3500                  0                     224000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             54.251.103.172                                 110.173.143.99                                 0         0         0         0         0          ip          0      1750                  0                     112000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             179.25.188.55                                  110.173.143.147                                0         0         0         0         0          ip          0      1750                  0                     672000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             188.187.176.136                                110.173.143.147                                0         0         0         0         0          ip          0      1750                  0                     2621500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             68.100.198.51                                  110.173.143.147                                0         0         0         0         0          ip          0      1750                  0                     2656500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             41.131.107.34                                  110.173.143.147                                0         0         0         0         0          ip          0      1750                  0                     997500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             220.233.226.166                                4.30.60.142                                    0         0         0         0         0          ip          0      1250                  0                     172500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.99                                 54.251.151.168                                 0         0         0         0         0          ip          0      1250                  0                     87500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.97                                 134.10.2.33                                    0         0         0         0         0          ip          0      1250                  0                     121250
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                81.231.241.84                                  0         0         0         0         0          ip          0      1250                  0                     87500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                31.14.64.114                                   0         0         0         0         0          ip          0      1250                  0                     146250
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                104.3.158.71                                   0         0         0         0         0          ip          0      1250                  0                     80000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             115.64.220.36                                  110.173.143.248                                0         0         0         0         0          ip          0      1750                  0                     122500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                116.90.140.22                                  0         0         0         0         0          ip          0      1750                  0                     112000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             95.115.178.107                                 110.173.143.147                                0         0         0         0         0          ip          0      1750                  0                     2642500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             204.246.163.76                                 110.173.143.35                                 0         0         0         0         0          ip          0      7000                  0                     966000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             98.210.6.62                                    110.173.143.147                                0         0         0         0         0          ip          0      5250                  0                     7969500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.252                                184.73.224.15                                  0         0         0         0         0          ip          0      1750                  0                     122500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             204.246.163.76                                 110.173.143.34                                 0         0         0         0         0          ip          0      19250                 0                     12932500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             204.246.163.76                                 110.173.143.33                                 0         0         0         0         0          ip          0      29750                 0                     12561500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             68.100.198.51                                  110.173.143.147                                0         0         0         0         0          ip          0      5250                  0                     7969500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.35                                 204.246.163.76                                 0         0         0         0         0          ip          0      3500                  0                     819000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.138                                54.231.244.9                                   0         0         0         0         0          ip          0      14000                 0                     21252000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                204.244.60.70                                  0         0         0         0         0          ip          0      10500                 0                     672000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             23.91.156.123                                  110.173.143.147                                0         0         0         0         0          ip          0      1750                  0                     2642500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             142.22.54.114                                  110.173.143.147                                0         0         0         0         0          ip          0      10500                 0                     15078000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.34                                 204.246.163.76                                 0         0         0         0         0          ip          0      7000                  0                     1078000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             38.97.193.170                                  110.173.143.147                                0         0         0         0         0          ip          0      8750                  0                     12582500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             50.31.164.215                                  110.173.143.100                                0         0         0         0         0          ip          0      1750                  0                     122500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.233                                54.231.244.1                                   0         0         0         0         0          ip          0      10500                 0                     15939000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             54.231.244.1                                   110.173.143.233                                0         0         0         0         0          ip          0      5250                  0                     336000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                123.240.201.218                                0         0         0         0         0          ip          0      1250                  0                     80000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.248                                124.178.55.53                                  0         0         0         0         0          ip          0      1250                  0                     87500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                104.3.158.71                                   0         0         0         0         0          ip          0      1250                  0                     80000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                142.22.54.114                                  0         0         0         0         0          ip          0      1250                  0                     80000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                195.47.219.81                                  0         0         0         0         0          ip          0      1250                  0                     80000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.97                                 66.104.75.70                                   0         0         0         0         0          ip          0      1250                  0                     181250
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                81.231.241.84                                  0         0         0         0         0          ip          0      1250                  0                     80000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             204.244.60.70                                  110.173.143.147                                0         0         0         0         0          ip          0      8750                  0                     13282500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.33                                 204.246.163.77                                 0         0         0         0         0          ip          0      7000                  0                     1330000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                23.91.156.123                                  0         0         0         0         0          ip          0      1750                  0                     112000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             93.136.78.55                                   110.173.143.147                                0         0         0         0         0          ip          0      3500                  0                     5285000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             95.115.178.107                                 110.173.143.147                                0         0         0         0         0          ip          0      1750                  0                     2642500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.248                                23.235.41.22                                   0         0         0         0         0          ip          0      1750                  0                     2656500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             175.38.198.108                                 110.173.143.248                                0         0         0         0         0          ip          0      1750                  0                     2460500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             76.102.174.239                                 110.173.143.129                                0         0         0         0         0          ip          0      1750                  0                     1781500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             146.115.86.89                                  110.173.143.147                                0         0         0         0         0          ip          0      3500                  0                     5313000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                122.135.208.203                                0         0         0         0         0          ip          0      1750                  0                     2576000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             54.231.244.9                                   110.173.143.138                                0         0         0         0         0          ip          0      3500                  0                     224000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                98.210.6.62                                    0         0         0         0         0          ip          0      2500                  0                     160000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                38.97.193.170                                  0         0         0         0         0          ip          0      1250                  0                     80000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                195.242.151.7                                  0         0         0         0         0          ip          0      1250                  0                     80000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                208.52.190.203                                 0         0         0         0         0          ip          0      1250                  0                     80000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             82.33.195.69                                   110.173.143.129                                0         0         0         0         0          ip          0      1750                  0                     122500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.147                                91.125.37.228                                  0         0         0         0         0          ip          0      3500                  0                     224000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.129                                82.33.195.69                                   0         0         0         0         0          ip          0      1750                  0                     2656500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.137                                50.31.164.215                                  0         0         0         0         0          ip          0      1750                  0                     2656500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.138                                54.231.244.1                                   0         0         0         0         0          ip          0      1750                  0                     136500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.171                                54.231.244.1                                   0         0         0         0         0          ip          0      1750                  0                     2656500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             204.244.60.70                                  110.173.143.147                                0         0         0         0         0          ip          0      10500                 0                     15939000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             110.173.143.233                                54.231.244.1                                   0         0         0         0         0          ip          0      36750                 0                     55786500
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             98.210.6.62                                    110.173.143.147                                0         0         0         0         0          ip          0      3500                  0                     5313000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             204.246.163.76                                 110.173.143.34                                 0         0         0         0         0          ip          0      17500                 0                     11179000
0           0           unknown           0           0           00:00:00:00:00:00  00:00:00:00:00:00  0      0   0           0                                    ^$                       0      0      0           0                                             204.246.163.76                                 110.173.143.33                                 0         0         0         0         0          ip          0      28000                 0                     19404000
